Tag title,HD folder,Geographical coordinates
Costa Rica/Playa Grande,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Voluntariados/Playa Grande/Tortuga al amanecer/,10.3346;-85.847
Costa Rica/Playa Manuel Antonio,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Voluntariados/Playa Manuel Antonio/,9.3809;-84.1456
Costa Rica/Polideportivo Cartago,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Polideportivo Cartago/Juegos Nacionales 2006/,9.8246;-83.9334
Costa Rica/Rio Celeste,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Rio Celeste/,10.7168;-84.944
Costa Rica/San Lorenzo de Flores,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/San Lorenzo de Flores/,10.0141;-84.1479
Costa Rica/San Luis de Heredia,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/San Luis de Heredia/,10.0069;-84.0294
Costa Rica/San Rafael de Heredia,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/San Rafael de Heredia/,10.0133;-84.1005
Costa Rica/Sanatorio Durán,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Sanatorio Durán/,9.933;-83.8834
Costa Rica/Santa Clara de Cartago,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Santa Clara de Cartago/,9.8035;-83.9945
Costa Rica/Sarapiquí,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Sarapiquí/,10.4541;-84.0083
Costa Rica/Sarchí,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Sarchí/,10.0908;-84.3469
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Cartago/Flory/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Cartago/Instituto Tecnológico/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Cartago/Primos/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Colima de Tibás/Familia/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Colima de Tibás/Familia_1/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Colima de Tibás/Familia_2/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Moravia/Colegio María Inmaculada/Cole 1/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Moravia/Colegio María Inmaculada/Cole 2/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Moravia/Colegio María Inmaculada/Cole 3/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Moravia/Colegio María Inmaculada/Cole 4/Status/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Costa Rica/Moravia/Colegio María Inmaculada/Cole 4/Status/Whatsapp statuses/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Barañain/Salseros/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Pamplona/Benettons/Benettons 1/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Pamplona/Benettons/Benettons 2/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Pamplona/Benettons/Benettons 3/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Pamplona/Davids/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Pamplona/Javier/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 1/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 1/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 2/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 2/Private/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 2/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 3/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 3/Private/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 3/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp Video 4/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp13/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp13/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp14/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp14/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp18/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp18/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp19/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp19/Private/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp19/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp20/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp20/Private/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/WhatsApp20/Sent/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp General/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp1/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp10/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp12/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp2/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp21/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp3/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp4/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp5/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp6/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp7/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp8/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/España/Resto/Whatsapp9/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Grecia/Atenas/Christos/,9.9584;-84.0786
Costa Rica/Tibás - Whatsapp,/media/patito/seagate/Personal/Fotos/.Whatsapp/Portugal/Cascais/Monica/,9.9584;-84.0786
Costa Rica/Tortuguero,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Voluntariados/Tortuguero/,10.5369;-83.5007
Costa Rica/Tucurrique,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Tucurrique/,9.8541;-83.7229
Costa Rica/Tucurrique,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Tucurrique/,9.8541;-83.7229
Costa Rica/Turrialba,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Turrialba/Juan Viñas/,9.8897;-83.6809
Costa Rica/Turrialba,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Turrialba/Tuis/Parte 1/,9.8897;-83.6809
Costa Rica/Turrialba,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Turrialba/Tuis/Parte 2/,9.8897;-83.6809
Costa Rica/Turrialba,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Turrialba/+ Lago Piri-5 Pinos/,9.8897;-83.6809
Costa Rica/Turrialba,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en bicicleta/Turrialba/vuelta/,9.8897;-83.6809
Costa Rica/Universidad de Costa Rica/Curso Seguridad Ocupacional/1 Visita al Taller_2deOct2004,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Universidad de Costa Rica/Curso Seguridad Ocupacional/1 Visita al Taller_2deOct2004/,9.9355;-84.0509
Costa Rica/Universidad de Costa Rica/Curso Seguridad Ocupacional/2 Visita al Taller_17deNov2004,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Universidad de Costa Rica/Curso Seguridad Ocupacional/2 Visita al Taller_17deNov2004/,9.9355;-84.0509
Costa Rica/Universidad de Costa Rica/Fernando Profe,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Universidad de Costa Rica/Fernando Profe/,9.9355;-84.0509
Costa Rica/Volcán Barva,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Volcán Barva/,10.134;-84.0955
Costa Rica/Zarcero,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Costa Rica/Paseos en automovil/Zarcero/,10.1784;-84.3983
Croatia/Dubrovnik,/media/patito/seagate/Personal/Fotos/Camera/Europa/Croatia/Dubrovnik/,42.6507;18.0944
Cuba/La Habana/Cuba1,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Cuba/La Habana/Cuba1/,23.1136;-82.3666
Cuba/La Habana/Cuba2,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Cuba/La Habana/Cuba2/,23.1136;-82.3666
Cuba/La Habana/Cuba3,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Cuba/La Habana/Cuba3/,23.1136;-82.3666
Dinamarca/Copenhaguen/Clausura WindScanner - Septiembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Copenhaguen/Clausura WindScanner - Septiembre 2015/,55.6761;12.5683
Dinamarca/Copenhaguen/Setiembre 2010 - 2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Copenhaguen/Setiembre 2010 - 2/,55.6761;12.5683
Dinamarca/Copenhaguen/Setiembre 2010 - 3,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Copenhaguen/Setiembre 2010 - 3/,55.6761;12.5683
Dinamarca/Copenhaguen/WindFarm - 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Copenhaguen/WindFarm - 2010/,55.6761;12.5683
Dinamarca/Høvsøre Wind Turbine Test Center,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Høvsøre Wind Turbine Test Center/,56.4437;8.1478
Dinamarca/Legoland,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Legoland/,55.7359;9.1268
Dinamarca/Riso DTU/Office,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Riso DTU/Office/,55.6916;12.0996
Dinamarca/Riso DTU/Secondment - Agosto 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Riso DTU/Secondment - Agosto 2010/,55.6916;12.0996
Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 1/,55.6916;12.0996
Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 2/,55.6916;12.0996
Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 3,/media/patito/seagate/Personal/Fotos/Camera/Europa/Dinamarca/Riso DTU/Summer school - Junio 2010/Folder 3/,55.6916;12.0996
Egipto/Cairo,/media/patito/seagate/Personal/Fotos/Camera/Africa/Egipto/Cairo/,30.0444;31.2357
España/+ Alcala Henares - Recogida Cogumelo Noviembre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Talavera de la Reina/+ Alcala Henares - Recogida Cogumelo Noviembre 2015/,40.4168;-3.7038
España/+ Atapuerca,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Anguiano/+ Atapuerca/,40.4168;-3.7038
España/+ Bergara - Idiazabal - Abril 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Mondragon/+ Bergara - Idiazabal - Abril 2016/,40.4168;-3.7038
España/+ Hendaye - Agosto 2012,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Monte Irun/+ Hendaye - Agosto 2012/,40.4168;-3.7038
España/+ Torre Vieja,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Albarracin/+ Torre Vieja/,40.4168;-3.7038
España/2017-10,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Vitoria/2017-10/,40.4168;-3.7038
España/2018-10-13,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Hondarribia/2018-10-13/,40.4168;-3.7038
España/2018-12,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/2018-12/,40.4168;-3.7038
España/2018-12-01,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Mallorca/2018-12-01/,40.4168;-3.7038
España/2022,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Torre Vieja/2022/,40.4168;-3.7038
España/2023,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Santander/2023/,40.4168;-3.7038
España/2024,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Valencia/2024/,40.4168;-3.7038
España/2025,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Canet de Berenguer/2025/,40.4168;-3.7038
España/2025,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Castro Urdiales/2025/,40.4168;-3.7038
España/2025,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Logroño/2025/,40.4168;-3.7038
España/Abril 2010,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Abril 2010/,40.4168;-3.7038
España/Abril 2026,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Madrid/Abril 2026/,40.4168;-3.7038
España/Agosto 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Gastelugatxe/Agosto 2013/,40.4168;-3.7038
España/Agosto 2013,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Guernika/Agosto 2013/,40.4168;-3.7038
España/Agosto 2020,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cabárceno/Agosto 2020/,40.4168;-3.7038
España/Aibar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Aibar/Comida Gabriel - Marzo 2012/Ajenas/,42.5461;-1.3906
España/Aibar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Aibar/Comida Gabriel - Marzo 2012/Camera1/,42.5461;-1.3906
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1a/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC1/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC2/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC3/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC4/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC5/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MC6/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MP0/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MP3/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MP5/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1b/MP6/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Abril 2010 - 1c/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Aerial view/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Carretera - Mayo 2011/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Fotos aereas avion/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Noviembre 2011/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Octubre 2010/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Toma de coordenadas - Noviembre 2015/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Vino/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/Windscanners/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/desde carretera - Agosto 2012/,42.7167;-1.6333
España/Alaiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Alaiz/visita NEWA - Agosto 2016/,42.7167;-1.6333
España/Alemania,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Alemania/Berlin/,40.4168;-3.7038
España/Alemania,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Alemania/Colonia/,40.4168;-3.7038
España/Alemania,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Alemania/Dortmund/,40.4168;-3.7038
España/Alicante,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Alicante/,38.3452;-0.481
España/Almería,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Almería/,36.834;-2.4637
España/Aoiz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Aoiz/+ Lumbier & Sanguesa - Noviembre 2011/,42.7836;-1.3817
España/Aralar,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Aralar/,43.0583;-2.1167
España/Aranjuez,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Aranjuez/,40.0322;-3.6023
España/Ardanaz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Ardanaz/Abril 2013/,42.8053;-1.4972
España/Ardanaz,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Ardanaz/Noviembre 2012/,42.8053;-1.4972
España/Arellano,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Arellano/+ Estella - Septiembre 2013/,42.5858;-2.0236
España/Artajona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Artajona/2018-11-02/,42.5974;-1.7713
España/Astigarraga,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Astigarraga/Eva - Sidreria - Febrero 2016/,43.2697;-1.9278
España/Austria,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Austria/Viena/Parte 1/,40.4168;-3.7038
España/Austria,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Austria/Viena/Parte 2/,40.4168;-3.7038
España/Badostain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Badostain/+ Multiva - Mayo 2011/,42.7988;-1.5952
España/Ballet -2018-11,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Ballet -2018-11/,40.4168;-3.7038
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Abril 2011 - Primavera/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Agosto 2010/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Casa y estaciones del año/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Diciembre 2010 - Nieve/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Junio 2010 - Fiestas 1/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Junio 2010 - Fiestas 2/,42.8153;-1.6744
España/Barañain,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Barañain/Octubre 2010 - Conejo y Otoño/,42.8153;-1.6744
España/Barcelona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Barcelona/Agosto 2011 - Vacaciones/,41.3851;2.1734
España/Barcelona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Barcelona/Bea/,41.3851;2.1734
España/Barcelona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Barcelona/Julia - Noviembre 2015/,41.3851;2.1734
España/Barcelona,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Barcelona/Visita Toto - 2025/,41.3851;2.1734
España/Bardenas Reales,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Bardenas Reales/Marzo 2012/,42.1833;-1.5167
España/Belgica,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Belgica/Brugge/,40.4168;-3.7038
España/Belgica,/media/patito/seagate/Personal/Fotos/Camera/Europa/Visitas/Viaje Europa - Rosibel e Ileana - Julio 2008/Belgica/Brussells/,40.4168;-3.7038
España/Benidorm,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Benidorm/,38.5386;-0.1317
España/Berroeta,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Berroeta/,43.104;-1.5907
España/Boda Pawel - Octubre 2015,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/San Sebastian/Boda Pawel - Octubre 2015/,40.4168;-3.7038
España/Bodega Isios,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Bodega Isios/Agosto 2015/,42.5584;-2.573
España/Bosque Orgui,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Bosque Orgui/Diciembre 2011/,42.9647;-1.6799
España/Bosque de Oma,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Bosque de Oma/,43.3572;-2.74
España/Briones,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Briones/Noviembre 2012/,42.5339;-2.8194
España/Burgui,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Burgui/Abril 2013/,42.775;-0.8981
España/Cabo de Gata,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cabo de Gata/,36.7285;-2.0217
España/Cadaques,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cataluña/Cadaques/,42.2882;3.2803
España/Cartagena,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Cartagena/,37.6074;-0.9897
España/Castellón de la Plana,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Castellón de la Plana/,39.9864;-0.0513
España/Castillo Javier,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Castillo Javier/,42.5893;-1.2081
España/Congreso Salsa Social,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Sabiñánigo/Congreso Salsa Social/,40.4168;-3.7038
España/Cuevas de Zugaramundi,/media/patito/seagate/Personal/Fotos/Camera/Europa/España/Navarra/Cuevas de Zugaramundi/Marzo 2011/,43.2697;-1.5289
