Tag title,HD folder,Geographical coordinates
Portugal/Visita agosto 2008/Lisboa/Parte 8,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/Parte 8/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/parte 1,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/parte 1/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/parte 2,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/parte 2/,38.7223;-9.1393
Portugal/Visita agosto 2008/Lisboa/parte 3,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Lisboa/parte 3/,38.7223;-9.1393
Portugal/Visita agosto 2008/Sintra,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Sintra/,38.7223;-9.1393
Portugal/Visita agosto 2008/Tavira,/media/patito/seagate/Personal/Fotos/Camera/Europa/Portugal/Visita agosto 2008/Tavira/,38.7223;-9.1393
Suecia/Malmo,/media/patito/seagate/Personal/Fotos/Camera/Europa/Suecia/Malmo/,55.605;13.0038
Suiza/Aarau,/media/patito/seagate/Personal/Fotos/Camera/Europa/Suiza/Aarau/,46.948;7.4474
Suiza/Ginebra/Agosto 2011 - Vacaciones,/media/patito/seagate/Personal/Fotos/Camera/Europa/Suiza/Ginebra/Agosto 2011 - Vacaciones/,46.2044;6.1432
Suiza/Holderbank,/media/patito/seagate/Personal/Fotos/Camera/Europa/Suiza/Holderbank/,47.4;8.1333
Suiza/Zurich,/media/patito/seagate/Personal/Fotos/Camera/Europa/Suiza/Zurich/,47.3769;8.5417
Tailandia/Bankok,/media/patito/seagate/Personal/Fotos/Camera/Asia/Tailandia/Bankok/,13.7563;100.5018
Turquia/Instanbul/Marzo 2016,/media/patito/seagate/Personal/Fotos/Camera/Europa/Turquia/Instanbul/Marzo 2016/,39.9334;32.8597
UAE/Dubai,/media/patito/seagate/Personal/Fotos/Camera/Asia/UAE/Dubai/,25.2048;55.2708
USA/Boston,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Boston/,42.3601;-71.0589
USA/Cambria,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Monica - California Julio 2015/Cambria/,35.5588;-121.0796
USA/Chicago,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Chicago/,41.8781;-87.6298
USA/Foxboro,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Foxboro/,42.0651;-71.2454
USA/Greenville,"/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/South Carolina/Greenville/Viaje USA--Rosibel, Sider, Ema--mayo 2006_1/",34.8526;-82.394
USA/Greenville,"/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/South Carolina/Greenville/Viaje USA--Rosibel, Sider, Ema--mayo 2006_2/",34.8526;-82.394
USA/Greenville,"/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/South Carolina/Greenville/Viaje USA--Rosibel, Sider, Ema--mayo 2006_3/",34.8526;-82.394
USA/Julio,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Boston/Julio 2004/,38.9072;-77.0369
USA/Los Angeles,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Monica - California Julio 2015/Los Angeles/,34.0522;-118.2437
USA/Miami,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Miami/,25.7617;-80.1918
USA/NREL,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Boulder/NREL/,39.7406;-105.1686
USA/New Bedford,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/New Bedford/,41.6362;-70.9342
USA/New Port Massachusetts,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/New Port Massachusetts/,41.4901;-71.3128
USA/New York,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/New York/,40.7128;-74.006
USA/Providence Rhode Island,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Providence Rhode Island/Povidence - casa/,41.824;-71.4128
USA/Providence Rhode Island,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Providence Rhode Island/Providence - 1/,41.824;-71.4128
USA/Providence Rhode Island,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Providence Rhode Island/Providence - 2/,41.824;-71.4128
USA/Providence Rhode Island,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Providence Rhode Island/Providence - 3/,41.824;-71.4128
USA/Providence Rhode Island,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Providence Rhode Island/Providence - 4/,41.824;-71.4128
USA/Rosibel,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Providence Rhode Island/Rosibel-julio 2004/,38.9072;-77.0369
"USA/Rosibel, Fernando-julio 2002","/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Providence Rhode Island/Rosibel, Fernando-julio 2002/",38.9072;-77.0369
USA/San Diego,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Monica - California Julio 2015/San Diego/,32.7157;-117.1611
USA/San Francisco,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Monica - California Julio 2015/San Francisco/,37.7749;-122.4194
USA/Silicon Valley,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Monica - California Julio 2015/Silicon Valley/,37.3875;-122.0575
USA/Six Flags New England,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Six Flags New England/,42.0681;-72.5757
USA/Washington DC,/media/patito/seagate/Personal/Fotos/Camera/Norteamerica/USA/Viaje Fernando-julio 2003/Washington DC/,38.9072;-77.0369
Uruguay/Colonia,/media/patito/seagate/Personal/Fotos/Camera/Latinoamerica/Uruguay/Colonia/,-34.4626;-57.84
